seqnames	start	end	width	strand	Conc	Conc_MB6	Conc_Ctrl	Fold	p.value	FDR	NearestGene	DistanceToNearest
chr8	33540638	33541030	393	*	4.76	4.22	5.15	-0.93	0.000526	0.032	RP11-317N12.1	0
chr7	98845976	98846606	631	*	5.72	6.01	5.35	0.66	0.000526	0.032	MYH16	0
chr18	28509760	28510067	308	*	3.55	2.68	4.09	-1.41	0.000526	0.032	RP11-25I11.1	24718
chr4	176412881	176413311	431	*	4.64	4.09	5.03	-0.93	0.000527	0.032	TSEN2P1	2453
chr11	62623036	62623908	873	*	6.86	7.24	6.36	0.88	0.000529	0.0321	SNHG1; SLC3A2	0
chr2	114513658	114514627	970	*	7.96	8.2	7.68	0.52	0.00053	0.0322	SLC35F5	0
chr16	88869785	88870418	634	*	5.96	6.4	5.34	1.06	0.000531	0.0322	CDT1	0
chr9	24602999	24603310	312	*	3.12	3.73	2.06	1.66	0.000531	0.0322	RP11-20A20.2	11008
chr7	100887535	100888630	1096	*	6.83	7.12	6.46	0.65	0.000532	0.0322	FIS1	0
chr9	80559778	80560087	310	*	3.58	2.73	4.11	-1.38	0.000532	0.0322	GNAQ	0
chr6	26171930	26172531	602	*	7.08	7.35	6.75	0.59	0.000533	0.0322	HIST1H2BD	353
chr16	27190705	27191356	652	*	4.78	5.18	4.22	0.95	0.000536	0.0324	RP11-673P17.4	2797
chr12	123574166	123574542	377	*	3.87	4.37	3.09	1.29	0.000536	0.0324	PITPNM2	0
chr8	81603137	81603599	463	*	4.69	5.1	4.12	0.99	0.000537	0.0324	ZNF704	0
chr12	125401687	125402402	716	*	7.22	7.44	6.97	0.48	0.000538	0.0324	UBC	0
chr6	43596810	43598240	1431	*	8.13	8.42	7.78	0.64	0.000539	0.0324	GTPBP2; MAD2L1BP	0
chr3	134047102	134047359	258	*	3.47	4	2.62	1.38	0.000539	0.0324	RP11-200A1.1	7089
chr13	28712150	28714032	1883	*	7.24	7.55	6.85	0.71	0.00054	0.0325	PAN3-AS1; PAN3	0
chr10	98591536	98593076	1541	*	7.95	8.24	7.57	0.67	0.000542	0.0325	LCOR	0
chr4	28009374	28009710	337	*	2.09	0.44	2.83	-2.39	0.000542	0.0325	AC007106.1	22689
chr16	3208343	3209331	989	*	6.2	6.45	5.9	0.55	0.000543	0.0325	RP11-473M20.16	859
chr10	129678679	129679442	764	*	6.04	6.32	5.7	0.62	0.000543	0.0325	CLRN3	0
chr10	95461536	95462997	1462	*	6.99	7.27	6.64	0.64	0.000543	0.0325	FRA10AC1	0
chr8	103665875	103667174	1300	*	8.48	8.79	8.1	0.68	0.000545	0.0326	KLF10	0
chr11	118965581	118966570	990	*	7.39	7.73	6.95	0.77	0.000545	0.0326	H2AFX	0
chr4	141075051	141075712	662	*	6.83	7.03	6.6	0.44	0.000546	0.0326	MAML3	0
chr17	6917785	6918582	798	*	6.76	7.09	6.33	0.75	0.000547	0.0326	RP11-589P10.7; RNASEK; RNASEK-C17orf49; C17orf49	0
chr12	50236397	50237166	770	*	5.71	6.01	5.33	0.69	0.000547	0.0326	BCDIN3D	0
chr4	147896649	147897128	480	*	4.26	3.59	4.71	-1.12	0.000548	0.0326	RP11-292D4.1	40
chr11	102537091	102537402	312	*	3.06	2.04	3.65	-1.62	0.000548	0.0326	RP11-817J15.3	14638
chr17	33307193	33308331	1139	*	6.57	6.94	6.07	0.86	0.000549	0.0326	CCT6B; LIG3	0
chr1	24285400	24286401	1002	*	7.17	7.44	6.84	0.61	0.000549	0.0326	CNR2; PNRC2	0
chr1	151961875	151962257	383	*	4.44	4.84	3.87	0.97	0.000549	0.0326	S100A10	0
chr8	67024894	67026651	1758	*	8.7	8.88	8.5	0.38	0.00055	0.0327	AC084082.3	0
chr1	54518537	54519728	1192	*	8.08	8.32	7.79	0.53	0.000551	0.0327	TMEM59; TCEANC2	0
chr17	62206883	62208163	1281	*	7.06	7.43	6.58	0.85	0.000552	0.0327	ERN1	0
chr22	30278900	30279818	919	*	6.16	6.47	5.76	0.72	0.000553	0.0327	MTMR3	0
chr8	22856639	22857836	1198	*	7.07	7.33	6.76	0.57	0.000553	0.0327	PEBP4; RP11-875O11.1; RHOBTB2	0
chr14	55517962	55518998	1037	*	7.23	7.48	6.92	0.56	0.000554	0.0328	MAPK1IP1L	0
chr6	91296132	91297320	1189	*	7.77	7.95	7.57	0.38	0.000555	0.0328	MAP3K7	0
chr3	57094314	57094766	453	*	4.14	4.58	3.53	1.05	0.000557	0.0329	ARHGEF3; SPATA12	0
chr2	196202273	196202709	437	*	4.89	4.41	5.25	-0.84	0.000557	0.0329	AC064834.1	110546
chr2	32638061	32638474	414	*	2.79	1.62	3.43	-1.81	0.000558	0.0329	BIRC6	0
chr16	3073740	3074495	756	*	6.42	6.69	6.08	0.6	0.000558	0.0329	HCFC1R1; THOC6	0
chr19	40030263	40031100	838	*	5.8	6.11	5.4	0.7	0.00056	0.033	EID2	0
chr21	34143419	34144654	1236	*	7.31	7.63	6.9	0.73	0.00056	0.033	PAXBP1; C21orf49	0
chr10	42384449	42384826	378	*	4.96	5.32	4.48	0.85	0.000562	0.0331	KSR1P1	259931
chr9	108757282	108757652	371	*	3.7	4.23	2.84	1.4	0.000564	0.0331	RP11-6F6.1	65982
chr1	206137980	206138388	409	*	7.12	7.42	6.73	0.69	0.000565	0.0331	RP11-312O7.2; FAM72A	0
chr16	71842228	71843278	1051	*	6.4	6.63	6.13	0.5	0.000565	0.0331	AP1G1	0
chr13	79965531	79965792	262	*	2.93	1.82	3.55	-1.73	0.000565	0.0331	RBM26	0
chr14	21737314	21738547	1234	*	7.85	8.06	7.6	0.46	0.000565	0.0331	HNRNPC	0
chr11	61739275	61739665	391	*	4.88	5.27	4.33	0.94	0.000565	0.0331	AP003733.1	2520
chr4	30387296	30387564	269	*	2.31	0.91	3	-2.09	0.000566	0.0331	PCDH7	334472
chr6	40995316	40996623	1308	*	7.09	7.3	6.84	0.46	0.000567	0.0331	UNC5CL	0
chr13	106018247	106018523	277	*	4.04	3.39	4.48	-1.09	0.000567	0.0331	DAOA-AS1	92880
chr19	56110255	56111933	1679	*	7.72	8.07	7.27	0.8	0.000567	0.0331	FIZ1; ZNF524	0
chr21	37802116	37802740	625	*	4.16	4.56	3.58	0.98	0.000573	0.0334	AP000695.6	0
chr6	56199748	56200129	382	*	3.79	4.25	3.12	1.13	0.000573	0.0334	COL21A1	0
chr12	57914022	57914884	863	*	7.52	7.9	7	0.9	0.000573	0.0334	DDIT3; MBD6	0
chr7	133859502	133859868	367	*	5.01	5.35	4.55	0.8	0.000573	0.0334	LRGUK	0
chr19	44269115	44269963	849	*	5.69	6.01	5.29	0.72	0.000576	0.0335	KCNN4	721
chr15	90094844	90095124	281	*	2.86	3.49	1.7	1.79	0.000577	0.0335	RP11-429B14.1	0
chr11	60609174	60610004	831	*	5.76	6.07	5.36	0.7	0.000578	0.0335	RP11-804A23.2; RP11-804A23.4; CCDC86	0
chr15	72522422	72524270	1849	*	7.7	8	7.33	0.67	0.000578	0.0335	PKM	0
chr7	44113498	44114131	634	*	5.14	5.5	4.67	0.83	0.000585	0.0339	POLM	0
chr12	96793061	96794719	1659	*	8.08	8.29	7.84	0.45	0.000587	0.034	CDK17	0
chr22	32870382	32871546	1165	*	6.57	6.87	6.19	0.68	0.000587	0.034	FBXO7	0
chr1	201683774	201684201	428	*	5.71	6.01	5.32	0.69	0.000588	0.034	NAV1; IPO9-AS1	0
chr22	43011185	43011863	679	*	6.39	6.73	5.95	0.79	0.000588	0.034	RNU12	0
chr11	92788086	92788491	406	*	5.55	5.87	5.15	0.71	0.000589	0.034	RPL26P31	2093
chr17	46125082	46126268	1187	*	7.39	7.62	7.11	0.51	0.000589	0.034	RP5-890E16.2; NFE2L1	0
chr2	41736905	41737650	746	*	4.53	3.98	4.92	-0.94	0.00059	0.034	AC010739.1	85875
chr22	38073000	38073567	568	*	5.46	5.85	4.93	0.92	0.000591	0.0341	LGALS1	0
chr17	43393783	43395122	1340	*	7.66	7.99	7.23	0.77	0.000593	0.0342	MAP3K14	0
chr16	86985304	86986240	937	*	6.07	6.34	5.74	0.61	0.000594	0.0342	RP11-107C10.1	45226
chr7	84002044	84002552	509	*	5.34	4.88	5.7	-0.82	0.000594	0.0342	SEMA3A	0
chr2	4317339	4317831	493	*	4.19	3.55	4.64	-1.09	0.000595	0.0342	AC068292.1	41231
chr19	42772247	42773480	1234	*	8.13	8.43	7.74	0.69	0.000596	0.0342	CIC	0
chr13	50819114	50819653	540	*	4.09	4.54	3.42	1.13	0.000596	0.0342	DLEU1	0
chr1	47165345	47165809	465	*	4.61	4.99	4.1	0.89	0.000597	0.0342	EFCAB14	0
chr16	47766351	47766792	442	*	4.99	5.33	4.54	0.79	0.000598	0.0343	RP11-523L20.2	0
chr22	39541152	39542123	972	*	5.7	6.01	5.3	0.71	0.000603	0.0345	CBX7	0
chr2	27651114	27652329	1216	*	7.13	7.42	6.76	0.66	0.000605	0.0346	NRBP1	0
chr22	33045459	33045888	430	*	4.04	4.5	3.37	1.13	0.000608	0.0347	SYN3	0
chr22	42084393	42085150	758	*	5.16	5.51	4.7	0.81	0.000608	0.0347	NHP2L1; C22orf46	0
chr16	12931187	12931544	358	*	3.68	4.17	2.91	1.26	0.000609	0.0347	SNORA27	4799
chr10	115933483	115934874	1392	*	7.55	7.71	7.37	0.35	0.000609	0.0347	C10orf118; MIR2110	0
chr16	14013344	14014445	1102	*	7.95	8.21	7.64	0.58	0.000609	0.0347	ERCC4	0
chr11	72463243	72464206	964	*	5.84	6.11	5.51	0.6	0.00061	0.0347	ARAP1	0
chr6	106773078	106773973	896	*	7.64	7.83	7.43	0.4	0.000611	0.0347	ATG5	0
chr2	12868329	12868972	644	*	6	5.64	6.29	-0.65	0.000611	0.0347	TRIB2	0
chr2	112812465	112813332	868	*	7.26	7.6	6.82	0.78	0.000611	0.0347	TMEM87B	0
chr19	1103673	1104906	1234	*	7.08	7.46	6.57	0.89	0.000613	0.0348	GPX4	0
chr11	64877827	64878248	422	*	4.38	4.78	3.83	0.96	0.000614	0.0348	VPS51; AP003068.9	0
chr12	10305892	10306660	769	*	4.59	4.96	4.07	0.89	0.000615	0.0348	OLR1	4241
chr4	175651870	175652154	285	*	2.57	1.37	3.22	-1.84	0.000615	0.0348	GLRA3	0
chr2	70351093	70351847	755	*	5.68	6.06	5.17	0.89	0.000616	0.0348	AC016700.5	0
chr11	65728744	65729588	845	*	6	6.34	5.54	0.8	0.000616	0.0348	SART1	0
chr1	17380271	17380916	646	*	6.6	6.9	6.22	0.68	0.000616	0.0348	SDHB	0
chr3	32855836	32856325	490	*	4.99	5.34	4.53	0.81	0.000616	0.0348	TRIM71	3184
chr17	73851184	73852244	1061	*	7.22	7.56	6.78	0.78	0.000616	0.0348	WBP2	0
chr1	179050616	179052357	1742	*	7.86	8	7.7	0.3	0.000617	0.0348	TOR3A	0
chr2	16861602	16861929	328	*	2.73	1.49	3.39	-1.9	0.000618	0.0348	FAM49A	14003
chr1	16339080	16340167	1088	*	6.42	6.68	6.09	0.59	0.000618	0.0349	HSPB7	355
chr6	35337887	35338865	979	*	7.21	7.38	7	0.38	0.00062	0.0349	PPARD	0
chr20	4063189	4063823	635	*	5.99	6.28	5.64	0.64	0.000622	0.035	RP11-352D3.2	7377
chr12	86397147	86397468	322	*	3.25	2.33	3.81	-1.48	0.000622	0.035	MGAT4C	0
chr1	47897773	47898571	799	*	6.57	6.78	6.32	0.47	0.000623	0.035	FOXD2-AS1	0
chr7	82434796	82435252	457	*	5.67	5.95	5.32	0.63	0.000623	0.035	PCLO	0
chr1	147775429	147776006	578	*	4.25	4.67	3.66	1	0.000624	0.035	RP11-495P10.5	5766
chr14	74226422	74227311	890	*	7.47	7.76	7.1	0.66	0.000625	0.035	ELMSAN1	0
chr15	89631048	89631978	931	*	7.97	8.18	7.72	0.46	0.000626	0.035	RP11-326A19.3; ABHD2	0
chr8	25991162	25992191	1030	*	7.48	7.66	7.27	0.39	0.000626	0.035	RNA5SP258	2204
chr11	63952781	63953880	1100	*	7.84	8.18	7.39	0.79	0.000629	0.0352	STIP1	0
chr16	2317591	2319004	1414	*	7.2	7.5	6.84	0.66	0.000632	0.0353	RNPS1; AC009065.2; MIR940	0
chr10	116635795	116636567	773	*	5.99	6.26	5.66	0.59	0.000633	0.0354	FAM160B1	0
chr5	134259794	134259993	200	*	5.87	6.2	5.44	0.77	0.000635	0.0355	PCBD2; MTND6P4	0
chr7	44924295	44925775	1481	*	7.57	7.84	7.23	0.61	0.000636	0.0355	PURB; RP4-673M15.1	0
chr6	34204859	34205413	555	*	5.55	5.91	5.07	0.84	0.000637	0.0355	HMGA1	0
chr9	132250457	132251464	1008	*	6.66	7.03	6.18	0.85	0.000637	0.0355	LINC00963	0
chr3	52029488	52030184	697	*	6.11	6.38	5.78	0.6	0.000639	0.0355	RPL29	0
chr16	3207034	3207896	863	*	5.76	6.06	5.39	0.67	0.000639	0.0355	RP11-473M20.16	0
chr22	39795538	39796254	717	*	5.64	6.07	5.03	1.04	0.00064	0.0356	TAB1	0
chr17	62224371	62224692	322	*	4.54	5	3.88	1.12	0.00064	0.0356	TEX2	0
chr19	52692773	52693877	1105	*	7.77	8.02	7.47	0.54	0.000641	0.0356	PPP2R1A	0
chr1	150848596	150849579	984	*	6.83	7.19	6.36	0.82	0.000644	0.0357	ARNT	0
chr17	47438826	47439995	1170	*	6.67	7.02	6.2	0.82	0.000646	0.0358	ZNF652; RP11-1079K10.3	0
chr19	12991960	12992535	576	*	5.21	5.53	4.8	0.72	0.000646	0.0358	DNASE2; CTD-2265O21.7	0
chr14	25134601	25135220	620	*	4.73	4.21	5.11	-0.9	0.000647	0.0358	RP11-104E19.1	7621
chr2	112811677	112812403	727	*	6.8	7.14	6.36	0.78	0.000648	0.0358	TMEM87B	396
chr19	39137920	39138590	671	*	6.41	6.77	5.94	0.82	0.000648	0.0358	ACTN4	0
chr18	76401868	76402262	395	*	5.07	5.43	4.59	0.84	0.000648	0.0358	Y_RNA	97680
chr9	91933020	91934004	985	*	7.54	7.84	7.16	0.68	0.000649	0.0358	SECISBP2	0
chr1	210058037	210058389	353	*	6.74	6.95	6.49	0.46	0.000651	0.0359	DIEXF	27127
chr7	95956084	95956459	376	*	5.01	4.54	5.36	-0.82	0.000651	0.0359	RNU6-532P	3490
chr12	6716499	6716806	308	*	4.55	4.95	4	0.95	0.000652	0.0359	CHD4	0
chr3	48955609	48956971	1363	*	6.89	7.19	6.52	0.68	0.000652	0.0359	ARIH2OS; ARIH2	0
chr22	19418996	19420228	1233	*	6.9	7.25	6.43	0.82	0.000652	0.0359	HIRA; C22orf39; MRPL40	0
chr22	47158017	47158886	870	*	5.93	6.21	5.58	0.64	0.000653	0.0359	CTA-29F11.1; TBC1D22A	0
chr17	33673015	33673967	953	*	5.55	5.85	5.17	0.69	0.000654	0.0359	RP11-686D22.2	1432
chr12	112856352	112857440	1089	*	7.08	7.37	6.7	0.67	0.000656	0.036	RPL6; PTPN11	0
chr10	99902186	99902502	317	*	2.62	1.42	3.27	-1.85	0.000657	0.036	R3HCC1L	0
chr20	2281651	2282304	654	*	5.9	6.16	5.58	0.58	0.000657	0.036	TGM3	0
chr6	43543113	43544141	1029	*	7.41	7.73	6.99	0.75	0.000658	0.036	XPO5; POLH	0
chr6	148155475	148156047	573	*	4.72	5.1	4.22	0.88	0.00066	0.0361	RP11-307P5.1	0
chr2	220042449	220043438	990	*	6.94	7.21	6.61	0.6	0.00066	0.0361	CNPPD1; FAM134A	0
chr2	89875214	89875406	193	*	3.59	4.05	2.9	1.15	0.000661	0.0361	IGKV2D-40	15194
chr11	2421154	2422307	1154	*	8.1	8.38	7.77	0.61	0.000661	0.0361	TSSC4	0
chr1	202976115	202977025	911	*	7.05	7.27	6.78	0.48	0.000662	0.0361	TMEM183A	0
chr8	122163090	122163441	352	*	3.94	3.27	4.4	-1.13	0.000662	0.0361	RP11-369K17.1	31096
chr4	56411875	56413664	1790	*	8.26	8.46	8.02	0.45	0.000665	0.0362	CLOCK; RP11-528I4.2	0
chr16	67752909	67753796	888	*	6.16	6.41	5.87	0.54	0.000666	0.0363	GFOD2	0
chr3	51422188	51423016	829	*	7.76	7.99	7.49	0.5	0.000667	0.0363	MANF	0
chr15	97672915	97673530	616	*	4.83	4.36	5.19	-0.83	0.000667	0.0363	AC055873.1	38333
chr22	39715298	39716362	1065	*	6.16	6.5	5.71	0.78	0.000668	0.0363	RPL3	0
chr22	43044759	43045924	1166	*	6.29	6.54	5.98	0.56	0.000668	0.0363	CYB5R3	0
chr12	125398484	125399790	1307	*	7.09	7.45	6.61	0.83	0.000669	0.0363	UBC	0
chr3	34769244	34769915	672	*	3.98	3.31	4.43	-1.12	0.000672	0.0364	FECHP1	144217
chr22	50353530	50354682	1153	*	7.23	7.58	6.76	0.82	0.000674	0.0365	PIM3	0
chr8	9756742	9757238	497	*	6.4	6.63	6.12	0.51	0.000675	0.0365	LINC00599	335
chr7	55660988	55661940	953	*	5.86	6.13	5.52	0.61	0.000675	0.0365	RP11-310H4.3	0
chr7	64094920	64095381	462	*	4.55	4.93	4.03	0.9	0.000677	0.0366	ZNF107	31129
chr18	75527638	75527953	316	*	2.44	1.27	3.08	-1.81	0.000678	0.0366	RNA5SP461	47466
chr11	66738280	66738628	349	*	4.17	4.59	3.59	1.01	0.000678	0.0366	C11orf86	4119
chr3	105517284	105517795	512	*	4.18	3.58	4.61	-1.03	0.000679	0.0366	CBLB	0
chr12	51476779	51477673	895	*	6.36	6.68	5.96	0.72	0.000679	0.0366	CSRNP2	0
chr6	33285305	33285972	668	*	6.07	6.41	5.62	0.79	0.000679	0.0366	ZBTB22	0
chr15	52263359	52264344	986	*	6.42	6.68	6.11	0.57	0.000681	0.0367	LEO1; MAPK6	0
chr12	53834904	53835764	861	*	6.59	6.92	6.16	0.75	0.000682	0.0367	PRR13; RP11-793H13.8; PCBP2	0
chr2	122456831	122457812	982	*	6.68	6.89	6.42	0.47	0.000684	0.0368	AC018737.1	0
chr1	245622098	245622597	500	*	6.12	6.36	5.82	0.54	0.000686	0.0369	KIF26B	0
chr3	147430191	147431584	1394	*	6.05	5.7	6.33	-0.63	0.000687	0.0369	NPM1P28	120569
chr1	235147363	235148609	1247	*	7.76	7.95	7.54	0.4	0.000687	0.0369	RP11-443B7.3	30812
chr16	70488070	70488841	772	*	5.48	5.77	5.11	0.66	0.000688	0.0369	FUK	0
chr7	18796279	18796646	368	*	2.91	1.93	3.49	-1.57	0.000688	0.0369	HDAC9	0
chr3	73160486	73160685	200	*	3.93	4.36	3.31	1.05	0.000689	0.0369	RNU2-64P	153
chr17	62222922	62224026	1105	*	7.07	7.41	6.62	0.79	0.000689	0.0369	SNORA76; SNORD104	0
chr7	121635102	121635350	249	*	3.02	1.98	3.62	-1.64	0.000689	0.0369	PTPRZ1	0
chr1	112297853	112298969	1117	*	7.11	7.34	6.85	0.49	0.000689	0.0369	FAM212B; DDX20	0
chr19	1407060	1407984	925	*	7.19	7.57	6.69	0.88	0.000691	0.0369	DAZAP1	0
chr5	179245762	179246315	554	*	5.69	6.01	5.27	0.74	0.000693	0.037	SQSTM1	0
chr11	67806188	67806715	528	*	4.94	5.28	4.5	0.77	0.000693	0.037	TCIRG1	0
chr11	65222228	65223006	779	*	4.94	5.28	4.5	0.79	0.000694	0.037	AP000769.1	0
chr3	125634656	125635816	1161	*	7.7	8	7.32	0.68	0.000695	0.037	FAM86JP	0
chr20	10457043	10457372	330	*	4.17	3.56	4.59	-1.03	0.000696	0.0371	SLX4IP	0
chr14	20811098	20812000	903	*	8.39	8.69	8.02	0.67	0.000697	0.0371	RPPH1; PARP2	0
chr19	8008290	8009130	841	*	6.78	7.15	6.28	0.87	0.000697	0.0371	TIMM44	0
chr1	227118724	227119150	427	*	4.21	4.65	3.57	1.07	0.000698	0.0371	ADCK3	0
chr11	98315713	98316135	423	*	3.88	3.17	4.36	-1.19	0.000698	0.0371	CTD-2342I9.1	119668
chr22	37680645	37681386	742	*	6.28	6.54	5.95	0.59	0.000699	0.0371	CYTH4	0
chr17	7835012	7835817	806	*	6.51	6.82	6.12	0.69	0.000699	0.0371	TRAPPC1; CNTROB	0
chr7	6486892	6487978	1087	*	6.36	6.63	6.04	0.59	7e-04	0.0371	DAGLB; KDELR2	0
chr15	80935573	80936656	1084	*	5.83	6.11	5.48	0.63	7e-04	0.0371	RNU6-380P	19456
chr3	41012636	41013726	1091	*	6.66	6.88	6.41	0.46	7e-04	0.0371	RP11-520A21.1	0
chr22	20104354	20105441	1088	*	6.84	7.21	6.33	0.88	0.000702	0.0371	TRMT2A; RANBP1	0
chr1	204380470	204381490	1021	*	7.56	7.82	7.25	0.57	0.000704	0.0372	RP11-739N20.2; PPP1R15B	0
chr6	121714022	121714599	578	*	4.36	3.66	4.83	-1.17	0.000704	0.0372	RP1-276J11.3	2519
chr1	100976599	100977134	536	*	6.09	5.77	6.35	-0.58	0.000705	0.0372	CDC14A	0
chr7	101360559	101362100	1542	*	6.98	7.21	6.7	0.51	0.000708	0.0374	MYL10	87983
chr17	73892477	73893389	913	*	6.27	6.5	5.98	0.52	0.00071	0.0374	TRIM65; RP11-552F3.10	0
chr3	13231077	13231733	657	*	5.05	5.4	4.6	0.8	0.000711	0.0374	IQSEC1	116460
chr12	48099325	48100039	715	*	6.17	6.47	5.78	0.69	0.000711	0.0374	RPAP3; RP1-197B17.3	0
chr5	83122868	83123434	567	*	3.92	3.25	4.38	-1.13	0.000712	0.0374	RNU4-11P	23364
chr15	93804994	93805419	426	*	4.15	3.52	4.59	-1.06	0.000713	0.0374	RP11-326A13.1	1290
chr6	131406192	131406636	445	*	3.16	2.15	3.74	-1.6	0.000714	0.0374	EPB41L2	21730
chr10	70864775	70866147	1373	*	6.74	7.25	5.95	1.3	0.000714	0.0374	SRGN	208
chr16	29816694	29818216	1523	*	7.9	8.32	7.31	1.01	0.000715	0.0374	KIF22; MAZ; AC009133.15	0
chr6	108881724	108882213	490	*	6.42	6.76	5.97	0.79	0.000716	0.0374	FOXO3	0
chr19	38826764	38827447	684	*	6.35	6.66	5.96	0.7	0.000716	0.0374	CATSPERG	0
chr10	104613758	104614500	743	*	6.13	6.41	5.8	0.6	0.000716	0.0374	C10orf32; C10orf32-ASMT	0
chr12	128294550	128295073	524	*	5.77	6.05	5.41	0.63	0.000716	0.0374	RP11-749H20.1	0
chr1	51796952	51797339	388	*	4.03	4.46	3.41	1.05	0.000717	0.0374	TTC39A; RP11-275F13.1	0
chr19	49588238	49589155	918	*	6.69	7.04	6.24	0.8	0.000717	0.0374	SNRNP70	0
chr16	686023	687351	1329	*	7.33	7.65	6.92	0.73	0.000717	0.0374	C16orf13	0
chr4	74974705	74975491	787	*	4.81	5.19	4.3	0.89	0.000718	0.0374	MTHFD2L	4399
chr12	120105272	120106296	1025	*	7.37	7.63	7.05	0.58	0.00072	0.0376	RP11-768F21.1; PRKAB1	0
chr3	51428170	51429204	1035	*	7.67	7.93	7.37	0.56	0.000722	0.0376	RBM15B	0
chr11	59324766	59325329	564	*	5.86	6.13	5.53	0.59	0.000722	0.0376	RNU7-58P	943
chrX	12924547	12924868	322	*	3.16	2.16	3.74	-1.58	0.000723	0.0376	TLR8-AS1; TLR8	0
chr1	155178089	155179178	1090	*	5.94	6.23	5.58	0.65	0.000723	0.0376	THBS3; MTX1	0
chr21	44527269	44528117	849	*	6.58	6.9	6.16	0.75	0.000724	0.0376	U2AF1	0
chr8	125763711	125764668	958	*	6.46	6.69	6.19	0.5	0.000725	0.0376	MTSS1	22981
chr14	94442934	94443264	331	*	4.09	4.55	3.42	1.14	0.000725	0.0376	ASB2	0
chr1	87603090	87603378	289	*	3.45	2.61	3.98	-1.37	0.000725	0.0376	RP5-1052I5.2; RP5-1052I5.1	0
chr13	50699463	50700255	793	*	6.82	7.18	6.34	0.84	0.000725	0.0376	DLEU2; DLEU1	0
chr1	191397359	191397681	323	*	3.01	2.07	3.57	-1.5	0.000726	0.0376	RP11-309H21.2	199762
chr1	37939766	37940452	687	*	6.36	6.64	6.01	0.63	0.000726	0.0376	RP11-422J8.1; ZC3H12A	0
chr19	11434636	11435530	895	*	6.18	6.44	5.87	0.57	0.000728	0.0377	TSPAN16; CTC-510F12.4; RAB3D; CTC-510F12.6	0
chr11	117102561	117103927	1367	*	7.15	7.44	6.78	0.66	0.00073	0.0377	PCSK7; RNF214	0
chr2	212594987	212595349	363	*	3.67	2.9	4.16	-1.27	0.00073	0.0377	ERBB4	0
chr12	115121759	115122969	1211	*	8.41	8.66	8.11	0.55	0.000731	0.0378	TBX3	0
chr9	12955643	12956376	734	*	5.97	5.63	6.25	-0.61	0.000732	0.0378	TDPX2	16465
chr5	53467879	53468136	258	*	2.48	1.16	3.15	-2	0.000733	0.0378	ARL15	0
chr19	57388190	57388614	425	*	4.23	3.61	4.66	-1.05	0.000734	0.0378	MIMT1	28266
chr5	100344224	100344706	483	*	3.02	1.98	3.62	-1.64	0.000735	0.0378	ST8SIA4	105254
chr8	17779894	17781286	1393	*	8.68	8.89	8.44	0.45	0.000735	0.0378	PCM1	0
chr3	189949333	189950129	797	*	6.37	6.61	6.09	0.53	0.000735	0.0378	NMNAT1P3	63893
chr5	135700789	135701346	558	*	4.12	4.59	3.44	1.15	0.000736	0.0378	TRPC7	0
chr19	47353698	47354442	745	*	6.03	6.3	5.7	0.6	0.00074	0.038	AP2S1	0
chrX	119596249	119596496	248	*	2.07	0.44	2.82	-2.38	0.000742	0.038	LAMP2	0
chr16	1661889	1662670	782	*	7.16	7.46	6.78	0.68	0.000743	0.038	IFT140; CRAMP1L	0
chr13	111364655	111366224	1570	*	8.62	8.9	8.27	0.64	0.000743	0.038	CARS2; ING1	0
chr20	34329979	34330685	707	*	7.05	7.32	6.72	0.6	0.000743	0.038	RBM39	0
chr10	104155135	104155696	562	*	5.22	5.55	4.79	0.76	0.000744	0.038	NFKB2	0
chr8	24275930	24276148	219	*	3.76	4.25	3	1.25	0.000744	0.038	RP11-624C23.1	0
chr1	167189223	167191818	2596	*	9.01	9.25	8.72	0.53	0.000744	0.038	RP11-277B15.3; POU2F1	0
chr8	139593307	139593727	421	*	5.03	5.36	4.59	0.77	0.000745	0.038	COL22A1	6750
chr11	111207242	111207847	606	*	5.27	5.61	4.82	0.8	0.000746	0.038	MIR4491	10634
chr17	42276513	42278058	1546	*	7.72	8.16	7.1	1.06	0.000746	0.038	ATXN7L3; CTB-175E5.7	0
chr3	52187926	52189080	1155	*	7.06	7.29	6.77	0.52	0.000746	0.038	POC1A	0
chr2	24986691	24987191	501	*	4.44	3.87	4.85	-0.98	0.000747	0.038	NCOA1	0
chr1	219346986	219347700	715	*	7.72	7.93	7.47	0.46	0.000747	0.038	RP11-135J2.4; LYPLAL1	0
chr9	91925267	91926579	1313	*	8.1	8.39	7.75	0.65	0.000747	0.038	CKS2	0
chr5	115911646	115912233	588	*	3.46	2.63	3.99	-1.35	0.000748	0.038	CTB-118N6.2	0
chr7	122113141	122113484	344	*	2.83	1.75	3.44	-1.69	0.000749	0.0381	CADPS2	0
chrX	7504223	7504478	256	*	2.59	1.46	3.22	-1.76	0.00075	0.0381	STS	231372
chr5	79695215	79695818	604	*	4.7	5.08	4.17	0.91	0.000752	0.0382	ZFYVE16	8013
chr6	109523508	109523883	376	*	2.75	1.6	3.38	-1.78	0.000756	0.0383	C6orf183	0
chr1	175031480	175031956	477	*	3.96	4.44	3.24	1.19	0.000757	0.0383	TNN	5037
chr10	28591505	28592346	842	*	7.53	7.8	7.18	0.62	0.000757	0.0383	MPP7	0
chr22	19466874	19467755	882	*	6.19	6.44	5.89	0.55	0.000758	0.0383	CDC45	0
